User Path,Num Direct Impressions,Num Indirect Impressions,Impressions Served,Has Converted (1/0 = yes/no),Count
imp (tablet) - mobile site (phone) - desktop site (phone) - desktop site (tablet) - desktop site (computer),1,0,Indirect,1,1
imp (phone) - click (phone),8,0,Indirect,0,23
imp (phone),185,0,Indirect,0,1
imp (tablet) - imp (phone) - desktop site (tablet),19,0,Indirect,1,1
imp (tablet) - click (tablet) - desktop site (tablet),0,136,Direct,1,1
imp (tablet) - imp (phone) - imp (other),4,0,Indirect,0,1
imp (tablet) - click (tablet),79,0,Indirect,0,3
imp (other) - imp (phone),19,0,Indirect,0,1
imp (tablet),101,0,Indirect,0,9
imp (phone) - mobile site (other) - desktop site (tablet),1,0,Indirect,1,1
imp (phone) - mobile site (phone) - desktop site (phone),0,11,Direct,1,1
imp (tablet) - click (tablet),19,0,Indirect,0,6
imp (tablet),263,0,Indirect,0,4
imp (phone) - desktop site (other),13,0,Indirect,1,1
imp (computer) - imp (tablet),3,0,Indirect,0,4
imp (other) - imp (phone),12,0,Indirect,0,2
imp (phone) - imp (tablet),22,0,Indirect,0,25
imp (tablet) - click (tablet),13,0,Indirect,0,15
imp (phone),543,0,Indirect,0,1
imp (phone) - click (phone) - desktop site (phone),3,17,Direct,1,1
imp (phone),272,0,Indirect,0,1
imp (phone) - click (phone) - mobile site (phone) - desktop site (phone),0,38,Direct,1,1
imp (phone) - desktop site (phone) - desktop site (other),1,0,Indirect,1,2
imp (tablet),245,0,Indirect,0,2
imp (tablet),102,0,Indirect,0,15
imp (phone) - mobile site (phone) - desktop site (phone) - desktop site (computer),42,0,Indirect,1,2
imp (phone) - desktop site (phone),0,34,Direct,1,1
imp (tablet),334,0,Indirect,0,3
imp (tablet),186,0,Indirect,0,3
mobile site (phone) - imp (tablet),15,0,Indirect,0,1
imp (phone) - imp (tablet),27,0,Indirect,0,15
imp (tablet),118,0,Indirect,0,6
imp (tablet) - imp (phone) - click (tablet) - mobile site (tablet) - desktop site (tablet),4,47,Direct,1,1
imp (phone),205,0,Indirect,0,1
imp (phone) - imp (other) - imp (tablet),4,0,Indirect,0,3
imp (phone) - imp (tablet) - click (phone) - desktop site (phone) - desktop site (tablet) - desktop site (computer),11,16,Direct,1,1
imp (phone) - desktop site (other),21,0,Indirect,1,2
imp (other),19,0,Indirect,0,4
imp (tablet),339,0,Indirect,0,1
imp (tablet),123,0,Indirect,0,7
imp (phone) - click (phone) - desktop site (phone),10,11,Direct,1,1
imp (other),79,0,Indirect,0,1
imp (tablet) - imp (phone),22,0,Indirect,0,22
imp (phone) - mobile site (phone) - click (phone) - desktop site (phone),0,4,Direct,1,6
imp (tablet) - click (tablet) - mobile site (tablet) - desktop site (tablet),0,17,Direct,1,2
imp (tablet) - mobile site (tablet) - click (tablet) - desktop site (tablet),0,2,Direct,1,1
imp (phone),65,0,Indirect,0,38
imp (tablet) - imp (other),12,0,Indirect,0,3
imp (phone) - desktop site (computer) - desktop site (phone),12,0,Indirect,1,5
imp (other) - click (other) - mobile site (tablet) - desktop site (tablet),0,1,Direct,1,1
imp (tablet),710,0,Indirect,0,1
imp (tablet) - click (tablet) - desktop site (tablet),2,15,Direct,1,1
imp (tablet) - mobile site (phone) - desktop site (phone),13,0,Indirect,1,1
imp (phone) - click (phone) - desktop site (phone),1,2,Direct,1,4
imp (tablet),19,0,Indirect,0,513
imp (tablet) - imp (computer) - imp (other),24,0,Indirect,0,1
imp (phone) - desktop site (computer) - desktop site (other),10,0,Indirect,1,1
imp (phone) - click (phone),145,0,Indirect,0,1
imp (tablet) - imp (phone),56,0,Indirect,0,3
imp (phone) - imp (tablet),112,0,Indirect,0,1
imp (tablet),327,0,Indirect,0,1
imp (tablet) - imp (phone) - click (phone) - mobile site (phone) - desktop site (phone),18,1,Direct,1,1
imp (phone) - desktop site (other) - desktop site (computer),21,0,Indirect,1,1
imp (phone) - desktop site (computer),10,0,Indirect,1,36
imp (tablet) - desktop site (tablet),2,10,Direct,1,1
click (other) - desktop site (other),0,0,None,1,5
imp (phone),4,0,Indirect,0,24084
imp (phone) - imp (other) - imp (tablet),11,0,Indirect,0,1
imp (other),11,0,Indirect,0,19
imp (computer) - desktop site (phone),1,0,Indirect,1,2
imp (other) - imp (tablet) - desktop site (phone),2,0,Indirect,1,2
,0,0,None,0,40
imp (phone) - click (phone) - mobile site (phone) - desktop site (phone) - desktop site (other) - desktop site (computer),0,4,Direct,1,1
imp (phone),243,0,Indirect,0,2
imp (tablet) - imp (phone) - mobile site (phone) - desktop site (phone),3,0,Indirect,1,2
imp (tablet) - imp (phone),29,0,Indirect,0,22
imp (tablet) - click (tablet),61,0,Indirect,0,1
imp (phone) - click (phone) - mobile site (phone) - desktop site (phone),2,11,Direct,1,1
imp (phone) - mobile site (phone) - desktop site (phone),50,0,Indirect,1,2
imp (tablet) - imp (phone) - click (phone) - mobile site (phone) - desktop site (phone) - desktop site (computer),19,2,Direct,1,1
imp (phone),1474,0,Indirect,0,1
imp (phone) - desktop site (other),3,0,Indirect,1,12
imp (phone),246,0,Indirect,0,1
imp (phone) - click (phone) - mobile site (phone) - desktop site (phone),0,47,Direct,1,2
imp (tablet) - imp (other),14,0,Indirect,0,3
imp (tablet),129,0,Indirect,0,3
imp (tablet) - desktop site (computer),9,0,Indirect,1,12
imp (other) - imp (tablet),17,0,Indirect,0,4
imp (phone),494,0,Indirect,0,1
imp (phone) - imp (tablet) - mobile site (phone) - desktop site (phone),8,0,Indirect,1,1
imp (phone),85,0,Indirect,0,13
imp (tablet) - desktop site (tablet),106,0,Indirect,1,1
imp (phone) - desktop site (tablet),131,0,Indirect,1,1
imp (phone) - click (phone) - mobile site (phone) - desktop site (phone),4,5,Direct,1,1
imp (phone) - desktop site (phone),0,4,Direct,1,29
imp (tablet),57,0,Indirect,0,37
imp (phone) - click (phone) - desktop site (phone) - desktop site (other) - desktop site (computer),0,17,Direct,1,1
imp (tablet) - click (tablet),103,0,Indirect,0,1
imp (tablet) - imp (phone),94,0,Indirect,0,1
imp (phone) - click (phone) - mobile site (phone) - desktop site (phone),0,28,Direct,1,1
imp (phone) - mobile site (tablet) - desktop site (tablet) - desktop site (computer),2,0,Indirect,1,1
imp (tablet) - imp (phone) - desktop site (other),61,0,Indirect,1,1
imp (tablet) - click (tablet) - desktop site (tablet),0,43,Direct,1,1
imp (phone),32,0,Indirect,0,199
imp (tablet) - mobile site (phone) - desktop site (phone) - desktop site (tablet),8,0,Indirect,1,1
imp (phone) - desktop site (phone),4,9,Direct,1,1
imp (tablet) - imp (phone),15,0,Indirect,0,48
imp (tablet) - imp (other) - mobile site (tablet) - desktop site (tablet),2,0,Indirect,1,1
imp (phone) - click (phone),45,0,Indirect,0,5
imp (phone) - desktop site (computer),16,0,Indirect,1,8
imp (tablet),52,0,Indirect,0,55
imp (tablet),185,0,Indirect,0,4
imp (phone) - click (phone) - desktop site (phone),0,2,Direct,1,267
imp (phone) - click (phone) - desktop site (phone),1,1,Direct,1,10
imp (phone) - imp (tablet) - desktop site (tablet),10,0,Indirect,1,1
imp (phone) - click (phone) - mobile site (phone) - desktop site (phone),0,139,Direct,1,1
imp (phone) - desktop site (phone) - desktop site (computer),13,0,Indirect,1,5
imp (phone) - click (phone) - mobile site (phone) - desktop site (phone),0,76,Direct,1,1
mobile site (phone) - imp (phone) - desktop site (phone),0,2,Direct,1,2
imp (other) - imp (tablet),16,0,Indirect,0,5
imp (phone),480,0,Indirect,0,1
imp (tablet) - imp (phone) - desktop site (computer),17,0,Indirect,1,2
imp (phone) - mobile site (phone),14,0,Indirect,0,6
imp (phone) - imp (tablet),95,0,Indirect,0,1
imp (other) - imp (phone),125,0,Indirect,0,1
imp (phone) - mobile site (phone) - desktop site (phone) - desktop site (computer),0,1,Direct,1,5
imp (tablet) - desktop site (computer) - desktop site (phone),16,0,Indirect,1,1
desktop site (phone) - desktop site (other),0,0,None,1,218
imp (tablet),191,0,Indirect,0,2
imp (tablet) - click (tablet) - desktop site (phone),56,0,Indirect,1,1
imp (tablet) - click (tablet) - desktop site (tablet),8,0,Indirect,1,2
mobile site (tablet) - imp (tablet),1,0,Indirect,0,16
imp (tablet) - imp (phone),244,0,Indirect,0,1
imp (phone) - imp (tablet),14,0,Indirect,0,57
imp (computer),8,0,Indirect,0,7
imp (phone) - click (phone) - mobile site (phone) - desktop site (phone),0,98,Direct,1,1
imp (tablet),389,0,Indirect,0,1
imp (phone),525,0,Indirect,0,1
imp (computer) - desktop site (computer),0,3,Direct,1,2
imp (tablet) - imp (phone) - click (tablet) - desktop site (tablet),1,5,Direct,1,1
imp (tablet) - desktop site (computer),35,0,Indirect,1,3
imp (other) - mobile site (tablet) - desktop site (tablet),3,0,Indirect,1,1
imp (phone),164,0,Indirect,0,2
imp (tablet) - desktop site (phone) - desktop site (tablet) - desktop site (computer),3,0,Indirect,1,1
imp (tablet) - click (tablet) - desktop site (tablet),0,3,Direct,1,52
imp (phone) - click (phone) - mobile site (phone) - desktop site (phone),5,4,Direct,1,1
imp (phone) - mobile site (phone) - click (phone) - desktop site (phone),0,14,Direct,1,1
imp (phone) - imp (tablet),110,0,Indirect,0,1
imp (phone),78,0,Indirect,0,20
mobile site (phone) - imp (other),3,0,Indirect,0,1
imp (phone) - imp (tablet),3,0,Indirect,0,684
imp (tablet) - imp (phone) - desktop site (tablet) - desktop site (computer),12,0,Indirect,1,1
imp (tablet) - desktop site (tablet) - desktop site (phone) - desktop site (computer),0,2,Direct,1,1
imp (tablet) - mobile site (tablet) - desktop site (tablet),0,46,Direct,1,1
imp (tablet) - imp (phone) - click (phone) - desktop site (phone),6,1,Direct,1,1
imp (phone) - mobile site (phone),10,0,Indirect,0,1
imp (phone) - mobile site (phone) - desktop site (phone) - desktop site (computer),6,0,Indirect,1,2
imp (phone) - click (phone) - desktop site (phone),0,31,Direct,1,1
imp (phone) - imp (tablet),74,0,Indirect,0,1
imp (computer),18,0,Indirect,0,3
imp (tablet),781,0,Indirect,0,1
imp (other) - imp (tablet),24,0,Indirect,0,1
imp (tablet),343,0,Indirect,0,1
click (other),0,0,None,0,25
imp (phone) - imp (tablet),40,0,Indirect,0,4
imp (tablet) - imp (phone) - click (tablet),20,0,Indirect,0,1
imp (other) - imp (phone) - imp (tablet),6,0,Indirect,0,1
mobile site (tablet) - desktop site (tablet) - desktop site (phone) - desktop site (computer),0,0,None,1,6
imp (phone) - click (phone),28,0,Indirect,0,3
imp (phone) - imp (other),8,0,Indirect,0,4
imp (phone),55,0,Indirect,0,58
imp (tablet) - desktop site (tablet),0,9,Direct,1,3
imp (phone) - click (phone) - desktop site (phone),2,6,Direct,1,1
imp (tablet) - imp (computer),8,0,Indirect,0,1
imp (tablet) - desktop site (computer),307,0,Indirect,1,1
imp (phone) - mobile site (phone) - desktop site (phone),57,0,Indirect,1,1
imp (phone) - mobile site (computer) - desktop site (computer),4,0,Indirect,1,1
imp (tablet) - click (tablet),75,0,Indirect,0,2
imp (phone) - click (phone) - mobile site (phone) - desktop site (phone),0,9,Direct,1,19
imp (phone) - click (phone) - mobile site (phone) - desktop site (phone),16,37,Direct,1,1
imp (phone) - click (phone) - desktop site (phone) - desktop site (computer),0,33,Direct,1,1
imp (phone) - mobile site (phone) - click (phone) - desktop site (phone),0,3,Direct,1,2
imp (phone) - click (phone) - desktop site (phone) - desktop site (tablet) - desktop site (computer),2,1,Direct,1,1
imp (phone) - click (phone),34,0,Indirect,0,3
imp (tablet) - desktop site (tablet),0,12,Direct,1,4
desktop site (phone) - desktop site (other) - desktop site (computer) - desktop site (tablet),0,0,None,1,2
imp (phone) - mobile site (phone) - click (phone) - desktop site (phone),0,1,Direct,1,7
imp (phone),69,0,Indirect,0,26
mobile site (tablet) - desktop site (phone),0,0,None,1,5
imp (other) - imp (phone),6,0,Indirect,0,17
imp (phone) - desktop site (computer) - desktop site (phone),16,0,Indirect,1,1
mobile site (other) - desktop site (other),0,0,None,1,2343
imp (phone) - desktop site (computer),141,0,Indirect,1,1
imp (tablet) - desktop site (tablet),0,13,Direct,1,2
imp (phone),445,0,Indirect,0,1
imp (phone) - desktop site (phone),0,9,Direct,1,8
imp (phone) - mobile site (phone),31,0,Indirect,0,1
imp (tablet),27,0,Indirect,0,240
imp (phone) - imp (other) - desktop site (phone),7,0,Indirect,1,1
imp (computer),56,0,Indirect,0,1
imp (phone),148,0,Indirect,0,5
imp (phone) - desktop site (phone) - desktop site (tablet),0,2,Direct,1,1
imp (phone) - mobile site (phone) - desktop site (phone),39,0,Indirect,1,1
imp (tablet),252,0,Indirect,0,1
imp (tablet) - desktop site (phone),11,0,Indirect,1,1
imp (tablet) - desktop site (tablet),13,0,Indirect,1,7
imp (tablet) - click (tablet),94,0,Indirect,0,1
imp (phone) - mobile site (phone) - desktop site (phone) - desktop site (computer),11,0,Indirect,1,2
imp (phone) - click (phone) - desktop site (phone),13,10,Direct,1,1
imp (phone),203,0,Indirect,0,2
imp (phone) - imp (tablet) - click (phone),60,0,Indirect,0,1
imp (phone) - mobile site (phone) - desktop site (phone),45,0,Indirect,1,1
imp (phone) - imp (tablet) - desktop site (computer),8,0,Indirect,1,2
imp (phone),195,0,Indirect,0,1
imp (phone) - click (phone) - desktop site (phone),10,32,Direct,1,1
imp (tablet),8,0,Indirect,0,3054
imp (phone) - click (phone) - mobile site (phone) - desktop site (phone),1,4,Direct,1,3
imp (phone) - mobile site (phone) - desktop site (phone),11,0,Indirect,1,7
imp (tablet) - click (tablet) - mobile site (tablet) - desktop site (tablet),0,3,Direct,1,38
imp (tablet) - mobile site (phone) - desktop site (phone) - desktop site (computer),1,0,Indirect,1,8
imp (other),15,0,Indirect,0,13
desktop site (computer) - desktop site (phone) - desktop site (tablet),0,0,None,1,64
imp (tablet),209,0,Indirect,0,1
imp (computer),64,0,Indirect,0,1
imp (tablet) - imp (computer),4,0,Indirect,0,1
imp (phone) - desktop site (phone),17,0,Indirect,1,4
imp (tablet),153,0,Indirect,0,2
mobile site (phone) - desktop site (phone) - desktop site (tablet),0,0,None,1,435
imp (tablet),152,0,Indirect,0,4
imp (phone) - mobile site (computer) - desktop site (computer),30,0,Indirect,1,1
imp (tablet) - click (tablet) - mobile site (tablet) - desktop site (tablet) - desktop site (phone),0,3,Direct,1,1
imp (phone) - click (phone) - mobile site (phone) - desktop site (phone),0,43,Direct,1,1
imp (phone) - desktop site (computer),69,0,Indirect,1,1
imp (tablet),390,0,Indirect,0,1
imp (phone) - click (phone) - desktop site (phone),5,13,Direct,1,1
imp (tablet) - imp (phone),45,0,Indirect,0,4
imp (computer),72,0,Indirect,0,1
mobile site (tablet) - desktop site (tablet),0,0,None,1,20711
imp (phone),837,0,Indirect,0,1
imp (other) - imp (tablet),3,0,Indirect,0,114
imp (tablet),125,0,Indirect,0,3
imp (phone) - desktop site (computer) - desktop site (phone),21,0,Indirect,1,1
imp (phone) - imp (tablet) - desktop site (phone),4,0,Indirect,1,3
imp (tablet),1380,0,Indirect,0,1
imp (tablet) - mobile site (tablet) - desktop site (tablet),0,17,Direct,1,1
imp (phone) - click (phone),94,0,Indirect,0,1
imp (phone) - click (phone) - desktop site (phone),0,24,Direct,1,2
imp (phone) - imp (tablet) - click (tablet),4,0,Indirect,0,1
imp (phone) - mobile site (phone) - desktop site (phone) - desktop site (computer),10,0,Indirect,1,1
mobile site (phone) - desktop site (computer) - desktop site (tablet),0,0,None,1,3
imp (phone) - imp (tablet),132,0,Indirect,0,1
imp (phone) - click (phone) - mobile site (phone) - desktop site (phone),5,1,Direct,1,1
imp (tablet) - desktop site (tablet) - desktop site (phone),2,0,Indirect,1,4
imp (tablet) - imp (other) - imp (phone),3,0,Indirect,0,6
imp (tablet),58,0,Indirect,0,46
imp (tablet),89,0,Indirect,0,12
imp (tablet) - desktop site (tablet),1,0,Indirect,1,355
imp (tablet) - click (tablet) - desktop site (tablet),5,1,Direct,1,1
imp (phone) - desktop site (phone) - desktop site (tablet),7,0,Indirect,1,2
imp (other),35,0,Indirect,0,2
imp (phone) - click (phone) - desktop site (phone),24,1,Direct,1,1
imp (phone),231,0,Indirect,0,1
imp (tablet) - desktop site (phone) - desktop site (other),7,0,Indirect,1,1
imp (phone) - imp (tablet),21,0,Indirect,0,27
imp (tablet) - desktop site (phone),8,0,Indirect,1,2
imp (phone),395,0,Indirect,0,2
mobile site (phone) - imp (phone) - imp (other),2,0,Indirect,0,1
imp (phone) - click (phone) - mobile site (phone),3,0,Indirect,0,1
imp (tablet),72,0,Indirect,0,17
imp (phone) - click (phone) - desktop site (phone) - desktop site (tablet) - desktop site (computer),0,9,Direct,1,1
imp (phone) - desktop site (phone),0,100,Direct,1,1
imp (phone) - imp (tablet) - click (phone) - mobile site (phone) - desktop site (phone),1,4,Direct,1,1
imp (tablet) - desktop site (phone),1,0,Indirect,1,162
imp (phone) - click (phone) - mobile site (phone) - desktop site (phone),0,15,Direct,1,7
imp (other) - imp (tablet) - imp (phone),32,0,Indirect,0,1
imp (tablet) - click (tablet) - mobile site (tablet) - desktop site (tablet),0,25,Direct,1,1
imp (phone) - desktop site (computer) - desktop site (phone),18,0,Indirect,1,1
imp (other) - imp (tablet) - imp (phone),13,0,Indirect,0,1
imp (tablet) - desktop site (computer),33,0,Indirect,1,2
imp (phone) - click (phone) - desktop site (phone),14,18,Direct,1,1
imp (phone) - click (phone),74,0,Indirect,0,1
imp (computer),19,0,Indirect,0,1
imp (tablet) - imp (phone),55,0,Indirect,0,1
imp (tablet) - click (tablet) - mobile site (tablet) - desktop site (tablet),0,128,Direct,1,1
imp (tablet) - click (tablet) - mobile site (tablet) - desktop site (tablet),1,1,Direct,1,4
mobile site (tablet) - desktop site (tablet) - desktop site (other),0,0,None,1,19
imp (tablet) - imp (phone),74,0,Indirect,0,2
desktop site (other) - desktop site (computer) - desktop site (phone) - desktop site (tablet),0,0,None,1,2
imp (phone) - desktop site (tablet),30,0,Indirect,1,1
imp (computer) - click (computer) - mobile site (computer) - desktop site (computer),0,1,Direct,1,1
imp (tablet) - click (tablet) - desktop site (tablet),0,6,Direct,1,20
imp (tablet),289,0,Indirect,0,1
imp (tablet) - imp (phone) - imp (other),28,0,Indirect,0,1
imp (tablet) - imp (phone) - mobile site (phone) - desktop site (phone),2,0,Indirect,1,4
